Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,0.045000,0.046000,0.044000,0.044000,0.044000,898966
2020-01-07,0.045000,0.046000,0.044000,0.045000,0.045000,1283239
2020-01-08,0.046000,0.047000,0.045000,0.046000,0.046000,2076776
2020-01-09,0.048000,0.055000,0.047000,0.055000,0.055000,14433978
2020-01-10,0.055000,0.055000,0.050000,0.051000,0.051000,7919662
2020-01-13,0.052000,0.054500,0.048000,0.052000,0.052000,8914186
2020-01-14,0.053000,0.054000,0.052000,0.052000,0.052000,4433594
2020-01-15,0.053000,0.053000,0.052000,0.053000,0.053000,708505
2020-01-16,0.054000,0.054000,0.048000,0.050000,0.050000,7294240
2020-01-17,0.051000,0.052000,0.050000,0.050000,0.050000,3174608
2020-01-20,0.050000,0.054000,0.050000,0.053000,0.053000,5692689
2020-01-21,0.053000,0.058000,0.053000,0.056000,0.056000,7517862
2020-01-22,0.056000,0.056000,0.053000,0.053000,0.053000,5247883
2020-01-23,0.053000,0.054500,0.053000,0.053000,0.053000,2330893
2020-01-24,0.054000,0.055000,0.053000,0.054000,0.054000,1602875
2020-01-28,0.053000,0.053000,0.050000,0.051000,0.051000,5098235
2020-01-29,0.051000,0.053000,0.050000,0.050000,0.050000,3564636
2020-01-30,0.052000,0.052000,0.050000,0.051000,0.051000,2602584
2020-01-31,0.053000,0.053000,0.051000,0.051000,0.051000,713031
2020-02-03,0.051000,0.051000,0.049000,0.049000,0.049000,3139299
2020-02-04,0.050000,0.051000,0.049000,0.050000,0.050000,2007978
2020-02-05,0.050000,0.051000,0.049000,0.050000,0.050000,1640838
2020-02-06,0.051000,0.052000,0.050000,0.052000,0.052000,3180792
2020-02-07,0.052000,0.053000,0.051000,0.052000,0.052000,3372686
2020-02-10,0.052000,0.053000,0.050000,0.050000,0.050000,3013509
2020-02-11,0.051000,0.053000,0.051000,0.052000,0.052000,2771352
2020-02-12,0.051000,0.053000,0.051000,0.052000,0.052000,2399358
2020-02-13,0.053000,0.054000,0.052000,0.052000,0.052000,3986488
2020-02-14,0.053000,0.056000,0.053000,0.055000,0.055000,3910318
2020-02-17,0.065000,0.069000,0.061000,0.063000,0.063000,47181603
2020-02-18,0.064000,0.066000,0.059000,0.059000,0.059000,14779809
2020-02-19,0.061000,0.062000,0.060000,0.060000,0.060000,6159847
2020-02-20,0.061000,0.062000,0.060000,0.060000,0.060000,2838552
2020-02-21,0.061000,0.061000,0.059000,0.060000,0.060000,2336791
2020-02-24,0.060000,0.060000,0.055000,0.057000,0.057000,6069070
2020-02-25,0.055000,0.055000,0.051000,0.052000,0.052000,9540656
2020-02-26,0.052000,0.052500,0.050000,0.050000,0.050000,5481328
2020-02-27,0.050000,0.053000,0.050000,0.051000,0.051000,3585241
2020-02-28,0.050000,0.050000,0.047000,0.048000,0.048000,4215977
2020-03-02,0.048000,0.049000,0.042000,0.047000,0.047000,6473638
2020-03-03,0.050000,0.051000,0.048000,0.048000,0.048000,2043255
2020-03-04,0.048000,0.049000,0.046000,0.049000,0.049000,1836833
2020-03-05,0.050000,0.050000,0.047000,0.047000,0.047000,3026763
2020-03-06,0.047000,0.047000,0.045000,0.046000,0.046000,628635
