Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,196.306702,208.086456,196.194031,208.051819,208.051819,13110991754
2020-01-07,208.063110,211.309494,204.732895,209.185089,209.185089,13491515505
2020-01-08,209.103241,213.615219,201.161850,205.511795,205.511795,13657120164
2020-01-09,205.362885,206.294113,198.769180,202.770920,202.770920,11230413077
2020-01-10,202.753189,208.894272,196.365128,208.599350,208.599350,13163635218
2020-01-11,207.795639,212.322021,206.128433,207.170853,207.170853,13526905700
2020-01-12,207.323669,211.770477,206.788376,211.376434,211.376434,12357613125
2020-01-13,211.878098,212.771698,207.141754,209.054276,209.054276,12144552788
2020-01-14,209.089737,243.203644,208.950333,240.699997,240.699997,24239379445
2020-01-15,240.379822,246.745178,233.257248,240.671616,240.671616,21968732208
2020-01-16,240.819504,242.164490,231.512222,238.298248,238.298248,19910288565
2020-01-17,238.440842,251.784714,236.809372,248.454269,248.454269,21818084127
2020-01-18,248.407364,259.727417,242.648163,255.125656,255.125656,21719520629
2020-01-19,255.273941,257.586365,237.864548,242.650085,242.650085,19929056951
2020-01-20,242.554596,245.898102,236.035019,242.998230,242.998230,16204480646
2020-01-21,242.910934,248.168167,242.193802,247.857132,247.857132,14298206050
2020-01-22,247.727692,249.939636,243.750717,245.972183,245.972183,13460725316
2020-01-23,245.974442,245.998611,234.281387,238.130020,238.130020,15195657811
2020-01-24,238.087372,240.623138,229.552322,238.780472,238.780472,15607637190
2020-01-25,238.804062,239.038269,232.309494,236.192429,236.192429,12091908645
2020-01-26,236.035553,247.310944,235.639069,247.100403,247.100403,13616427696
2020-01-27,247.000076,255.743134,246.837204,252.797043,252.797043,16274992963
2020-01-28,252.728973,260.762115,252.434860,260.762115,260.762115,17406101598
2020-01-29,260.728943,264.973755,259.354584,259.354584,259.354584,15890556047
2020-01-30,259.158081,277.650696,256.951630,275.310333,275.310333,18789430065
2020-01-31,275.379547,276.973145,263.365417,269.136780,269.136780,17521086815
2020-02-01,269.067474,274.642273,268.516846,274.385925,274.385925,17283681378
2020-02-02,274.174622,288.500549,269.215729,281.832123,281.832123,21000108361
2020-02-03,281.817017,289.108826,281.001892,283.770416,283.770416,18522267407
2020-02-04,283.765442,283.916748,275.437103,281.152222,281.152222,17402696895
2020-02-05,281.224274,306.275482,279.541595,302.463776,302.463776,22015619205
2020-02-06,302.314850,318.769440,299.913971,315.414429,315.414429,24399030830
2020-02-07,315.379974,334.393646,318.153992,333.771942,333.771942,24986422362
2020-02-08,333.449585,339.559479,322.772736,334.402008,334.402008,25087965214
2020-02-09,334.155823,344.466980,334.153809,342.540314,342.540314,22525494428
2020-02-10,342.496185,342.592255,325.992828,334.128662,334.128662,24231223233
2020-02-11,333.922729,352.085266,325.398315,351.049408,351.049408,25250864201
2020-02-12,351.119385,405.846497,351.461395,395.428070,395.428070,36569619989
2020-02-13,394.901459,407.410461,385.355927,399.013733,399.013733,38400255649
2020-02-14,398.900665,424.633453,391.423401,423.383759,423.383759,35093481596
2020-02-15,423.895905,427.712952,393.683411,394.352142,394.352142,35278495055
2020-02-16,394.613525,405.631012,360.445313,386.325165,386.325165,37388188139
2020-02-17,386.319000,397.721680,363.296814,396.981415,396.981415,38785638362
2020-02-18,397.198059,423.293274,391.550812,421.224365,421.224365,39608067383
2020-02-19,421.361359,424.875916,388.775208,388.775208,388.775208,33943100221
2020-02-20,388.858887,394.750946,378.901276,389.954071,389.954071,35117600875
2020-02-21,389.865875,402.449982,386.263885,400.752014,400.752014,31486109874
2020-02-22,400.678009,401.938843,390.661591,395.819733,395.819733,25508701495
2020-02-23,395.739288,414.261200,395.259644,414.261200,414.261200,29638708565
2020-02-24,414.186981,416.847198,392.598175,401.104828,401.104828,33878322119
2020-02-25,401.206116,401.478363,373.977814,375.220612,375.220612,33126815439
2020-02-26,375.103455,378.382568,337.494995,344.784393,344.784393,40081621592
2020-02-27,344.794739,360.570404,324.678741,344.573334,344.573334,38970808203
2020-02-28,344.929230,356.979401,332.514160,348.396881,348.396881,34666811422
2020-02-29,348.508942,356.841187,337.777222,337.777222,337.777222,27933907384
2020-03-06,347.021820,348.576416,346.709045,347.415588,347.415588,26873884672
