Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,65.379997,65.379997,65.379997,65.379997,65.379997,0
2020-01-07,64.980003,64.980003,64.980003,64.980003,64.980003,0
2020-01-08,62.360001,62.360001,62.360001,62.360001,62.360001,0
2020-01-09,62.279999,62.279999,62.279999,62.279999,62.279999,0
2020-01-10,61.919998,61.919998,61.919998,61.919998,61.919998,0
2020-01-12,null,null,null,null,null,null
2020-01-13,61.220001,61.220001,61.220001,61.220001,61.220001,0
2020-01-14,61.459999,61.459999,61.459999,61.459999,61.459999,0
2020-01-15,60.939999,60.939999,60.939999,60.939999,60.939999,0
2020-01-16,61.450001,61.450001,61.450001,61.450001,61.450001,0
2020-01-17,61.459999,61.459999,61.459999,61.459999,61.459999,0
2020-01-19,null,null,null,null,null,null
2020-01-21,61.330002,61.330002,61.330002,61.330002,61.330002,0
2020-01-22,60.000000,60.000000,60.000000,60.000000,60.000000,0
2020-01-23,58.889999,58.889999,58.889999,58.889999,58.889999,0
2020-01-24,57.509998,57.509998,57.509998,57.509998,57.509998,0
2020-01-26,0.000000,0.000000,0.000000,188.718994,188.718994,0
2020-01-27,56.570000,56.570000,56.570000,56.570000,56.570000,0
2020-01-28,56.759998,56.759998,56.759998,56.759998,56.759998,0
2020-01-29,56.910000,56.910000,56.910000,56.910000,56.910000,0
2020-01-30,55.779999,55.779999,55.779999,55.779999,55.779999,0
2020-01-31,55.349998,55.349998,55.349998,55.349998,55.349998,0
2020-02-02,0.000000,0.000000,0.000000,194.031006,194.031006,0
2020-02-03,53.869999,53.869999,53.869999,53.869999,53.869999,0
2020-02-04,53.439999,53.439999,53.439999,53.439999,53.439999,0
2020-02-05,54.740002,54.740002,54.740002,54.740002,54.740002,0
2020-02-06,54.840000,54.840000,54.840000,54.840000,54.840000,0
2020-02-07,54.480000,54.480000,54.480000,54.480000,54.480000,0
2020-02-09,0.000000,0.000000,0.000000,191.156006,191.156006,0
2020-02-10,53.380001,53.380001,53.380001,53.380001,53.380001,0
2020-02-11,53.880001,53.880001,53.880001,53.880001,53.880001,0
2020-02-12,55.419998,55.419998,55.419998,55.419998,55.419998,0
2020-02-13,55.799999,55.799999,55.799999,55.799999,55.799999,0
2020-02-14,56.480000,56.480000,56.480000,56.480000,56.480000,0
2020-02-16,193.468750,193.468750,193.375000,193.375000,193.375000,107
2020-02-18,56.630001,56.630001,56.630001,56.630001,56.630001,0
2020-02-19,57.660000,57.660000,57.660000,57.660000,57.660000,0
2020-02-20,57.660000,57.660000,57.660000,57.660000,57.660000,0
2020-02-21,56.889999,56.889999,56.889999,56.889999,56.889999,0
2020-02-23,199.625000,200.093750,199.406250,199.531250,199.531250,99103
2020-02-24,55.110001,55.110001,55.110001,55.110001,55.110001,0
2020-02-25,53.509998,53.509998,53.509998,53.509998,53.509998,0
2020-02-26,52.130001,52.130001,52.130001,52.130001,52.130001,0
2020-02-27,202.031006,204.906006,201.438004,202.781006,202.781006,324700
2020-02-28,203.875000,208.688004,203.061996,203.188004,203.188004,421691
2020-03-01,0.000000,0.000000,0.000000,203.188004,203.188004,0
2020-03-02,208.311996,210.811996,205.500000,207.500000,207.500000,295937
2020-03-03,206.750000,213.718750,203.843750,209.750000,209.750000,132325897
2020-03-04,209.500000,211.093750,205.250000,205.968750,205.968750,105043732
2020-03-05,207.656250,212.468750,206.812500,211.937500,211.937500,77108444
