Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,0.281610,0.322712,0.281240,0.319364,0.319364,3318466831
2020-01-07,0.319460,0.325538,0.304642,0.311739,0.311739,3260973138
2020-01-08,0.311618,0.315276,0.298558,0.304105,0.304105,2592760165
2020-01-09,0.304227,0.305139,0.295578,0.298948,0.298948,1956712649
2020-01-10,0.298962,0.307766,0.292432,0.307625,0.307625,2454044338
2020-01-11,0.307322,0.317395,0.304470,0.307075,0.307075,2400083661
2020-01-12,0.307510,0.313529,0.306518,0.312460,0.312460,2167942458
2020-01-13,0.312446,0.312635,0.305263,0.308185,0.308185,1915411167
2020-01-14,0.308056,0.350751,0.308033,0.340388,0.340388,3828804667
2020-01-15,0.340122,0.348919,0.329986,0.337189,0.337189,3750248847
2020-01-16,0.337169,0.338576,0.324786,0.331336,0.331336,2996217157
2020-01-17,0.331555,0.353748,0.329628,0.347376,0.347376,3517819853
2020-01-18,0.347528,0.365432,0.339188,0.353938,0.353938,3478706587
2020-01-19,0.354056,0.362688,0.333200,0.342366,0.342366,3214193651
2020-01-20,0.342074,0.342784,0.328591,0.339220,0.339220,2506072785
2020-01-21,0.339283,0.350927,0.338182,0.346401,0.346401,2485408619
2020-01-22,0.346543,0.348858,0.342350,0.345010,0.345010,2217408530
2020-01-23,0.345182,0.345343,0.326029,0.330465,0.330465,2338928736
2020-01-24,0.330607,0.331426,0.315426,0.326633,0.326633,2498862124
2020-01-25,0.326644,0.326793,0.318866,0.322805,0.322805,2010954179
2020-01-26,0.322685,0.340113,0.322446,0.339146,0.339146,2328683220
2020-01-27,0.338920,0.347010,0.335693,0.341964,0.341964,2547617892
2020-01-28,0.341941,0.354737,0.341450,0.352603,0.352603,3034901850
2020-01-29,0.352902,0.357460,0.348654,0.349257,0.349257,2790246422
2020-01-30,0.349076,0.366644,0.345828,0.363186,0.363186,3167674601
2020-01-31,0.363151,0.364913,0.350918,0.357384,0.357384,2826666581
2020-02-01,0.357321,0.362431,0.355215,0.360704,0.360704,2378923360
2020-02-02,0.360504,0.387385,0.354129,0.374647,0.374647,3701325187
2020-02-03,0.374401,0.383168,0.370889,0.380563,0.380563,3223552733
2020-02-04,0.380459,0.400484,0.369650,0.396372,0.396372,4309677343
2020-02-05,0.396200,0.416217,0.394970,0.410928,0.410928,4935334917
2020-02-06,0.411038,0.424742,0.406256,0.419209,0.419209,4573856121
2020-02-07,0.419196,0.429372,0.416373,0.418529,0.418529,3555718505
2020-02-08,0.417919,0.420327,0.400986,0.415470,0.415470,3568099421
2020-02-09,0.415251,0.430441,0.414270,0.423281,0.423281,3512041258
2020-02-10,0.423324,0.423508,0.403950,0.409704,0.409704,3592765883
2020-02-11,0.409437,0.417872,0.398724,0.416972,0.416972,3547950782
2020-02-12,0.417167,0.458130,0.417095,0.453514,0.453514,6097468705
2020-02-13,0.453220,0.500283,0.451882,0.486239,0.486239,9634964558
2020-02-14,0.485728,0.502835,0.468533,0.498767,0.498767,6669004778
2020-02-15,0.499209,0.512397,0.450147,0.456184,0.456184,6379322502
2020-02-16,0.457717,0.472975,0.413291,0.438558,0.438558,5983537699
2020-02-17,0.437956,0.439361,0.403878,0.427100,0.427100,5499584867
2020-02-18,0.427753,0.448725,0.417266,0.445081,0.445081,5556651197
2020-02-19,0.445038,0.455088,0.415473,0.415473,0.415473,4634373358
2020-02-20,0.414779,0.421417,0.404119,0.411793,0.411793,4743896104
2020-02-21,0.411648,0.419128,0.408970,0.414840,0.414840,3962993509
2020-02-22,0.415456,0.417904,0.410868,0.416294,0.416294,3305390537
2020-02-23,0.416352,0.427294,0.415859,0.427815,0.427815,3501410417
2020-02-24,0.427632,0.427894,0.403527,0.409287,0.409287,3738725537
2020-02-25,0.409157,0.409635,0.383181,0.383691,0.383691,3921669943
2020-02-26,0.383630,0.386672,0.349895,0.352684,0.352684,5001544465
2020-02-27,0.353052,0.374191,0.345303,0.360321,0.360321,4217899339
2020-02-28,0.360313,0.370751,0.354593,0.363048,0.363048,3792629813
2020-02-29,0.363392,0.371753,0.355208,0.355208,0.355208,3167074792
2020-03-06,0.362383,0.364595,0.362438,0.362771,0.362771,3461766144
