Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,10672.503906,11219.577148,10682.415039,11201.341797,11201.341797,33558759645
2020-01-07,11200.567383,11918.024414,11320.552734,11896.859375,11896.859375,41922257210
2020-01-08,11894.298828,12216.136719,11576.047852,11755.125977,11755.125977,46079361279
2020-01-09,11758.666016,11792.085938,11442.083008,11495.581055,11495.581055,35083148181
2020-01-10,11494.466797,11833.100586,11195.873047,11833.100586,11833.100586,41606599266
2020-01-11,11826.778320,11912.396484,11638.853516,11650.297852,11650.297852,36992571494
2020-01-12,11644.100586,11882.178711,11605.406250,11871.210938,11871.210938,33187883834
2020-01-13,11867.266602,11882.571289,11711.405273,11804.887695,11804.887695,32588641798
2020-01-14,11800.160156,12878.754883,11807.528320,12803.701172,12803.701172,65038075251
2020-01-15,12800.190430,12871.262695,12534.023438,12750.939453,12750.939453,58061565754
2020-01-16,12758.860352,12823.670898,12483.939453,12645.842773,12645.842773,45392184555
2020-01-17,12647.907227,13032.463867,12623.942383,12990.151367,12990.151367,52914952098
2020-01-18,12987.496094,13111.134766,12842.188477,13010.186523,13010.186523,47045670710
2020-01-19,13008.203125,13318.173828,12527.191406,12652.412109,12652.412109,49726560496
2020-01-20,12650.067383,12716.351563,12447.186523,12588.472656,12588.472656,38418926907
2020-01-21,12590.432617,12788.453125,12479.998047,12774.123047,12774.123047,35196328017
2020-01-22,12771.663086,12851.497070,12623.132813,12687.629883,12687.629883,33031576832
2020-01-23,12687.300781,12697.671875,12180.120117,12286.635742,12286.635742,37665421969
2020-01-24,12285.250000,12469.312500,12106.382813,12367.924805,12367.924805,35729548128
2020-01-25,12360.141602,12386.990234,12149.406250,12254.302734,12254.302734,28772554333
2020-01-26,12249.268555,12646.915039,12239.822266,12638.723633,12638.723633,32604758435
2020-01-27,12639.427734,13277.546875,12714.929688,13177.114258,13177.114258,42367780585
2020-01-28,13181.115234,13836.600586,13171.067383,13836.600586,13836.600586,50858268409
2020-01-29,13834.945313,13936.569336,13733.643555,13803.518555,13803.518555,45459337367
2020-01-30,13802.610352,14240.444336,13760.111328,14174.657227,14174.657227,48265706593
2020-01-31,14173.642578,14224.238281,13789.625977,13968.522461,13968.522461,43968460579
2020-02-01,13962.290039,14101.168945,13912.814453,14031.781250,14031.781250,38725208473
2020-02-02,14027.217773,14148.267578,13773.263672,13962.340820,13962.340820,46074727309
2020-02-03,13962.817383,14258.944336,13822.916016,13890.003906,13890.003906,46233791300
2020-02-04,13888.988281,13862.603516,13538.065430,13639.312500,13639.312500,44409552874
2020-02-05,13642.956055,14367.567383,13571.390625,14237.423828,14237.423828,52163660822
2020-02-06,14243.935547,14593.764648,14170.712891,14452.920898,14452.920898,55894908354
2020-02-07,14447.277344,14738.070313,14575.155273,14679.965820,14679.965820,51734916888
2020-02-08,14675.660156,14801.059570,14504.582031,14783.630859,14783.630859,52707980652
2020-02-09,14781.795898,15179.637695,14761.472656,15160.513672,15160.513672,53660514296
2020-02-10,15158.843750,15196.101563,14626.269531,14733.968750,14733.968750,58876233045
2020-02-11,14732.892578,15197.009766,14481.492188,15194.306641,15194.306641,56036726924
2020-02-12,15185.600586,15485.420898,15200.516602,15384.767578,15384.767578,64727581388
2020-02-13,15381.648438,15564.149414,15055.944336,15202.122070,15202.122070,73456937160
2020-02-14,15197.912109,15376.129883,15083.470703,15361.413086,15361.413086,64558715193
2020-02-15,15364.005859,15405.267578,14709.411133,14731.751953,14731.751953,65343447333
2020-02-16,14731.386719,14944.903320,14452.017578,14767.217773,14767.217773,64475222931
2020-02-17,14770.378906,14791.551758,14150.958984,14441.946289,14441.946289,68554713996
2020-02-18,14443.568359,15199.054688,14407.010742,15152.112305,15152.112305,70622767973
2020-02-19,15154.804688,15261.015625,14391.875000,14417.789063,14417.789063,70330512314
2020-02-20,14411.710938,14437.139648,14367.387695,14525.575195,14525.575195,67915582461
2020-02-21,14530.573242,14654.450195,14487.877930,14615.406250,14615.406250,61758138475
2020-02-22,14617.315430,14633.195313,14486.079102,14580.311523,14580.311523,54074275930
2020-02-23,14580.517578,15056.846680,14572.177734,15018.372070,15018.372070,62323894205
2020-02-24,15013.935547,15039.974609,14422.069336,14594.615234,14594.615234,68178300555
2020-02-25,14596.336914,14600.247070,14096.595703,14144.275391,14144.275391,64372353847
2020-02-26,14139.105469,14180.131836,13281.596680,13475.605469,13475.605469,77029535071
2020-02-27,13482.589844,13571.136719,13094.964844,13348.873047,13348.873047,69096282027
2020-02-28,13355.307617,13550.761719,13049.585938,13324.438477,13324.438477,68532215509
2020-02-29,13322.529297,13482.959961,13212.362305,13212.362305,13212.362305,54991754036
2020-03-06,13737.279297,13759.949219,13682.659180,13685.437500,13685.437500,59904036864
